,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
977,117623                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.500""            ",[SS.304]                      ,P,2,24101197                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,ZINC PLATED [CL8.8]           ,P
979,117623                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.500""            ",[SS.304]                      ,P,4,24104892                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,[SS.304]                      ,P
981,117623                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.500""            ",[SS.304]                      ,P,6,182664                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,[SS.316]                      ,P
983,117624                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.750""            ",[SS.304]                      ,P,2,24104337                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 70MM                ,ZINC PLATED [CL8.8]           ,P
985,117624                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.750""            ",[SS.304]                      ,P,4,24104792                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 70MM                ,[SS.304]                      ,P
989,117625                   ,HEX.SOC.SET SCREW CUP POINT   ,"#6-32UNC X 0.250""             ",[SS.304]                      ,P,2,185795                   ,HEX.SOC.SET SCREW CUP POINT   ,M4-0.70 X 6MM                 ,ZINC PLATED [CL8.8]           ,B
991,117625                   ,HEX.SOC.SET SCREW CUP POINT   ,"#6-32UNC X 0.250""             ",[SS.304]                      ,P,4,185794                   ,HEX.SOC.SET SCREW CUP POINT   ,M4-0.70 X 6MM                 ,[SS.304]                      ,B
995,117626                   ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 1.500""            ",[SS.304]                      ,P,2,24104742                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 35MM               ,ZINC PLATED [CL8.8]           ,P
997,117626                   ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 1.500""            ",[SS.304]                      ,P,4,117113                   ,HEX.SOC.CAP SCREW             ,M10-1.50 X 35MM               ,[SS.304]                      ,P
1001,117627                   ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 2.750""            ",[SS.304]                      ,P,2,107781                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 70MM               ,ZINC PLATED [CL8.8]           ,B
1003,117627                   ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 2.750""            ",[SS.304]                      ,P,4,118178                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 70MM               ,[SS.304]                      ,P
1007,117628                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.250""            ",[SS.304]                      ,P,2,139535                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 60MM               ,ZINC PLATED [CL8.8]           ,P
1009,117628                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.250""            ",[SS.304]                      ,P,4,117619                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 60MM               ,[SS.304]                      ,P
1011,117628                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.250""            ",[SS.304]                      ,P,6,182648                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 60MM               ,[SS.316]                      ,P
1013,117629                   ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 2.500""            ",[SS.304]                      ,P,2,185743                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 60MM               ,ZINC PLATED [CL8.8]           ,B
1015,117629                   ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 2.500""            ",[SS.304]                      ,P,4,185742                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 60MM               ,[SS.304]                      ,B
1019,117630                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.250""            ",[SS.304]                      ,P,2,24104504                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 80MM               ,ZINC PLATED [CL8.8]           ,B
1021,117630                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.250""            ",[SS.304]                      ,P,4,24104771                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 80MM               ,[SS.304]                      ,P
1023,117630                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.250""            ",[SS.304]                      ,P,6,182639                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 80MM               ,[SS.316]                      ,P
1025,117631                   ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 3.000""           ",[SS.304]                      ,P,2,117876                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 75MM               ,ZINC PLATED [CL8.8]           ,P
1027,117631                   ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 3.000""           ",[SS.304]                      ,P,4,118418                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 75MM               ,[SS.304]                      ,P
1031,117632                   ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.000""           ",[SS.304]                      ,P,2,24100791                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,B
1033,117632                   ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.000""           ",[SS.304]                      ,P,4,24104869                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,[SS.304]                      ,P
1035,117632                   ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.000""           ",[SS.304]                      ,P,6,182633                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,[SS.316]                      ,P
1037,117633                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.750""            ",[SS.304]                      ,P,2,24101210                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 70MM               ,ZINC PLATED [CL8.8]           ,B
1039,117633                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.750""            ",[SS.304]                      ,P,4,24104772                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 70MM               ,[SS.304]                      ,P
1047,118184                   ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 2.250""            ",[SS.304]                      ,P,2,107234                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 60MM                ,ZINC PLATED [CL8.8]           ,P
1051,118184                   ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 2.250""            ",[SS.304]                      ,P,6,182702                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 60MM                ,[SS.316]                      ,P
1053,118185                   ,HEX.NUT                       ,#10-24UNC                     ,[SS.304]                      ,P,2,24101212                 ,HEX.NUT                       ,M5-0.80                       ,ZINC PLATED [CL8.8]           ,B
1055,118185                   ,HEX.NUT                       ,#10-24UNC                     ,[SS.304]                      ,P,4,24104838                 ,HEX.NUT                       ,M5-0.80                       ,[SS.304]                      ,P
1077,118248                   ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 2.000""            ",[SS.304]                      ,P,2,107731                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 50MM               ,ZINC PLATED [CL8.8]           ,B
1079,118248                   ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 2.000""            ",[SS.304]                      ,P,4,118247                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 50MM               ,[SS.304]                      ,P
1099,118487                   ,WELD NUT                      ,3/8-16UNC                     ,N-213 ZINC PLATED             ,P,2,220674                   ,WELD NUT                      ,M10-1.50 HOLE OFF CENTER      ,PLAIN FINISH SKU#0124600      ,B
1111,118571                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.625""            ",[SS.304]                      ,P,2,24101193                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 16MM                ,ZINC PLATED [CL8.8]           ,B
1113,118571                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.625""            ",[SS.304]                      ,P,4,24104921                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 16MM                ,[SS.304]                      ,P
1147,118366                   ,HEX.JAM NUT                   ,3/4-10UNC                     ,[SS.304]                      ,B,2,107384                   ,HEX.JAM NUT                   ,M20-2.50                      ,ZINC PLATED [CL8.8]           ,B
1149,118366                   ,HEX.JAM NUT                   ,3/4-10UNC                     ,[SS.304]                      ,B,4,118367                   ,HEX.JAM NUT                   ,M20-2.50                      ,[SS.304]                      ,P
1159,118372                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 3.500""            ",[SS.304]                      ,P,2,108475                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 90MM               ,ZINC PLATED [CL8.8]           ,B
1161,118372                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 3.500""            ",[SS.304]                      ,P,4,118374                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 90MM               ,[SS.304]                      ,P
1249,117660                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.500""            ",[SS.304]                      ,P,4,24104796                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 60MM                ,[SS.304]                      ,P
1253,117661                   ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.750""             ",[SS.304]                      ,P,2,24104563                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 20MM                ,ZINC PLATED [CL8.8]           ,P
1255,117661                   ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.750""             ",[SS.304]                      ,P,4,119591                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 20MM                ,[SS.304]                      ,P
1257,117661                   ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.750""             ",[SS.304]                      ,P,6,182695                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 20MM                ,[SS.316]                      ,P
1259,117662                   ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 0.500""             ",[SS.304]                      ,P,2,24104667                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 12MM                ,ZINC PLATED [CL8.8]           ,P
1261,117662                   ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 0.500""             ",[SS.304]                      ,P,4,24107418                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 12MM                ,[SS.304]                      ,P
1265,117663                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 3.250""            ",[SS.304]                      ,P,2,24104684                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 80MM               ,ZINC PLATED [CL8.8]           ,B
1267,117663                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 3.250""            ",[SS.304]                      ,P,4,118484                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 80MM               ,[SS.304]                      ,P
1269,117663                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 3.250""            ",[SS.304]                      ,P,6,158738                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 80MM               ,[SS.316]                      ,P
1271,117664                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.500""           ",[SS.304]                      ,P,2,24104716                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 90MM                ,ZINC PLATED [CL8.8]           ,P
1273,117664                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.500""           ",[SS.304]                      ,P,4,24104775                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 90MM                ,[SS.304]                      ,P
1279,117665                   ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 5.000""            ",[SS.304]                      ,B,4,185566                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 125MM              ,[SS.304]                      ,B
1283,117666                   ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 1.500""            ",[SS.304]                      ,P,2,24104691                 ,HEX.HD.CAP SCREW              ,M16-2.00 X 35MM               ,ZINC PLATED [CL8.8]           ,P
1285,117666                   ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 1.500""            ",[SS.304]                      ,P,4,107681                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 35MM               ,[SS.304]                      ,B
1289,117667                   ,HEX.SOC.SET SCREW CUP POINT   ,"3/8-16UNC X 0.500""            ",[SS.304]                      ,P,2,107732                   ,HEX.SOC.SET SCREW CUP POINT   ,M10-1.50 X 12MM               ,ZINC PLATED [CL8.8]           ,B
1291,117667                   ,HEX.SOC.SET SCREW CUP POINT   ,"3/8-16UNC X 0.500""            ",[SS.304]                      ,P,4,118420                   ,HEX.SOC.SET SCREW CUP POINT   ,M10-1.50 X 12MM               ,[SS.304]                      ,P
1295,117668                   ,WASHER;SPRING LOCK            ,"0.625""                        ",[SS.304]                      ,B,2,24101717                 ,WASHER;SPRING LOCK            ,M16                           ,ZINC PLATED                   ,P
1297,117668                   ,WASHER;SPRING LOCK            ,"0.625""                        ",[SS.304]                      ,B,4,24105896                 ,WASHER;SPRING LOCK            ,M16                           ,[SS.304]                      ,B
1299,117668                   ,WASHER;SPRING LOCK            ,"0.625""                        ",[SS.304]                      ,B,6,182736                   ,WASHER;SPRING LOCK            ,M16                           ,[SS.316]                      ,P
1301,117669                   ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 0.500""            ",[SS.304]                      ,B,2,24104262                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 12MM                ,ZINC PLATED [CL8.8]           ,B
